               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.015867,            0.024052,                   0,             0.94745,             0.98571,             0.99135,             0.82404,            0.019108,             0.02023,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.013509,            0.025906,                   0,             0.95882,              0.9978,             0.99344,             0.83447,            0.019903,             0.02025,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.015182,            0.027114,                   0,             0.96238,             0.95714,             0.98385,              0.7936,            0.022459,             0.02208,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.015748,            0.026419,                   0,             0.95354,             0.95714,             0.99158,             0.81864,            0.019765,            0.021046,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.014635,            0.024547,                   0,             0.95733,             0.95714,              0.9908,             0.81628,            0.019644,            0.020117,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.013274,            0.024668,                   0,             0.94073,             0.94286,             0.98002,             0.81011,            0.020384,            0.020617,                   0,            0.004951,            0.004951,            0.004951
                 155,             0.01541,            0.024954,                   0,             0.96441,             0.94286,             0.97056,             0.80791,            0.020387,            0.021349,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.015131,            0.026906,                   0,             0.92898,              0.9344,             0.97608,             0.79514,            0.023057,            0.022155,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.014899,            0.023802,                   0,             0.94789,             0.94286,             0.98273,             0.83176,            0.019573,            0.021229,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.014234,            0.025474,                   0,             0.95794,             0.97617,             0.99296,             0.81964,            0.020566,            0.021977,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.014843,            0.025348,                   0,             0.95801,             0.98571,             0.99267,             0.83684,            0.020184,            0.020991,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.014926,            0.024181,                   0,              0.9484,             0.98571,             0.99222,              0.8329,            0.019543,             0.02083,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.015334,            0.025556,                   0,             0.94421,             0.96719,             0.98765,             0.81998,            0.019609,            0.020768,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.012309,            0.022723,                   0,             0.94141,             0.97143,             0.98806,             0.82434,            0.020044,            0.020588,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.014059,            0.024247,                   0,              0.9426,             0.93834,             0.97232,             0.82071,             0.01963,            0.020217,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.013896,            0.023475,                   0,             0.98702,             0.98571,             0.99486,             0.81034,            0.020266,            0.021661,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.014338,            0.024783,                   0,             0.95822,             0.98571,             0.98232,             0.81329,            0.019909,            0.020833,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.013239,            0.024057,                   0,             0.95718,             0.98571,             0.98262,             0.81025,            0.020001,            0.020556,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.014603,             0.02692,                   0,             0.94575,                   1,             0.99302,             0.82286,            0.019672,            0.020398,                   0,            0.004522,            0.004522,            0.004522
                 168,             0.01392,            0.025159,                   0,             0.94411,             0.96536,             0.98547,             0.80882,            0.020952,            0.021726,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.014704,            0.024959,                   0,             0.92867,             0.98571,             0.98393,              0.8265,            0.019211,            0.020275,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.013102,            0.024851,                   0,             0.97338,             0.94286,             0.98323,             0.79508,            0.023205,            0.023144,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.014069,            0.023964,                   0,             0.97078,             0.94929,             0.98454,             0.81802,            0.020512,            0.022245,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.014532,             0.02444,                   0,             0.95309,             0.92857,             0.98338,             0.81948,            0.020848,            0.021942,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.013475,              0.0234,                   0,             0.97815,             0.92857,             0.98216,             0.80473,            0.020388,            0.022329,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.011646,            0.021319,                   0,             0.92886,             0.98571,             0.98459,             0.81974,            0.019862,            0.021271,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.013479,            0.024209,                   0,             0.97154,             0.97555,             0.98828,             0.80787,            0.021738,            0.021655,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.013721,             0.02433,                   0,             0.98021,             0.95714,             0.99197,             0.83566,            0.019598,            0.020714,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.013662,            0.023773,                   0,             0.96561,             0.94286,             0.98559,             0.81751,            0.020185,            0.021104,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.012857,             0.02373,                   0,             0.97088,             0.95274,             0.98518,             0.80276,            0.021991,            0.021632,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.014041,            0.024452,                   0,             0.97262,             0.98571,             0.99416,             0.83703,            0.019024,            0.019727,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.013417,            0.024632,                   0,             0.95853,             0.99059,             0.99387,             0.83024,            0.019304,            0.020179,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.013007,            0.022894,                   0,             0.95869,             0.99475,              0.9936,             0.83518,            0.018343,            0.019608,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.012486,            0.023839,                   0,             0.95873,             0.99557,             0.99265,             0.82924,            0.018668,            0.020607,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.013259,            0.023276,                   0,             0.93197,             0.94286,             0.97187,              0.8096,            0.020616,            0.022967,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.012512,            0.022057,                   0,             0.92566,             0.97143,             0.98568,             0.82563,            0.019294,            0.021558,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.013077,            0.023504,                   0,             0.92738,             0.92857,             0.97607,             0.81768,            0.019837,            0.021803,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.012153,            0.022914,                   0,             0.93695,             0.97143,             0.98329,             0.81341,            0.020685,            0.021826,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.013152,            0.024337,                   0,             0.95652,             0.94292,             0.97413,             0.83749,            0.019026,            0.020524,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012883,            0.024148,                   0,             0.95875,             0.99617,             0.99387,             0.83292,             0.01821,            0.020011,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.012336,            0.022896,                   0,             0.93132,              0.9686,             0.98026,             0.82784,            0.018384,            0.019718,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.011995,            0.023753,                   0,             0.95868,             0.99436,             0.99374,             0.84684,            0.017983,            0.019908,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.013404,            0.024067,                   0,             0.91894,             0.95714,             0.97713,             0.81666,            0.020949,            0.022055,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.01286,            0.023543,                   0,             0.95797,             0.98571,             0.99389,             0.82222,            0.019226,            0.020885,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.012367,             0.02322,                   0,             0.97891,             0.98571,             0.99433,             0.83551,             0.01885,            0.020224,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.011348,            0.023808,                   0,             0.98545,             0.96744,             0.98639,              0.8384,            0.018489,            0.019573,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.012431,            0.023086,                   0,             0.97048,             0.93946,              0.9753,             0.83876,            0.018261,            0.019579,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.012468,            0.023405,                   0,             0.97081,             0.95038,             0.97483,             0.82324,            0.019587,            0.020814,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.012311,            0.022998,                   0,              0.9433,                   1,             0.99333,             0.83113,            0.018748,            0.020372,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.011494,            0.022068,                   0,             0.95849,             0.98972,             0.99402,             0.84069,            0.018569,            0.020546,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.012531,            0.023999,                   0,             0.97203,             0.97143,             0.98628,             0.82866,            0.019446,            0.020598,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.012484,            0.022334,                   0,             0.96586,             0.98571,             0.99347,             0.84143,            0.018145,            0.019921,                   0,            0.003433,            0.003433,            0.003433
                 201,              0.0114,            0.021475,                   0,             0.98038,             0.98571,             0.99415,              0.8433,            0.018256,            0.019263,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.011499,            0.022535,                   0,             0.97379,             0.98571,             0.99458,             0.84367,            0.018169,            0.019608,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.013166,            0.024227,                   0,             0.98566,             0.98201,             0.99445,             0.83318,             0.01804,            0.019995,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.011925,            0.021837,                   0,             0.95514,             0.98571,             0.99389,             0.83441,            0.018881,            0.020907,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.01133,            0.022014,                   0,             0.98291,             0.97143,             0.98635,             0.82356,            0.020063,            0.020839,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.011486,            0.021777,                   0,             0.94513,                   1,             0.99347,             0.83094,            0.019638,            0.020859,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.012205,            0.024178,                   0,             0.95861,             0.99267,             0.99387,             0.83488,            0.019093,            0.020337,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.011875,            0.022102,                   0,             0.95865,             0.99356,             0.99387,             0.83289,            0.018653,            0.019582,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.011698,            0.021219,                   0,             0.95852,             0.99029,             0.99387,              0.8297,            0.018628,            0.020191,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.011814,            0.022211,                   0,             0.95455,             0.98571,             0.99347,             0.83004,            0.018122,            0.019689,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.011964,             0.02085,                   0,             0.95858,             0.99188,             0.99431,             0.83353,            0.018127,            0.020066,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.011375,            0.021609,                   0,             0.95842,             0.98777,             0.99445,              0.8434,            0.018133,            0.020008,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.011414,            0.022661,                   0,             0.96556,             0.97143,             0.98645,             0.83989,            0.018278,            0.020111,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.011429,            0.022418,                   0,             0.95836,             0.98628,             0.99416,             0.84104,            0.018251,            0.020288,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.011772,            0.024162,                   0,             0.95857,             0.99164,              0.9936,             0.84014,            0.018665,             0.02033,                   0,            0.002938,            0.002938,            0.002938
                 216,              0.0113,            0.021868,                   0,             0.94575,              0.9962,             0.99332,             0.83024,            0.019208,            0.020907,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.011317,            0.021763,                   0,             0.95722,             0.95899,             0.98609,             0.81992,            0.019881,            0.021755,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.010931,            0.022553,                   0,             0.95726,             0.95993,             0.98621,             0.81819,            0.019741,            0.021552,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.011224,            0.021633,                   0,             0.94302,                   1,             0.99321,             0.83299,            0.019775,            0.021787,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.011235,            0.021777,                   0,             0.92913,             0.98571,             0.97877,             0.83006,            0.019684,            0.021797,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.010657,            0.020806,                   0,             0.93061,             0.98571,             0.97837,             0.82429,            0.019836,            0.022251,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.010899,            0.022926,                   0,             0.94799,             0.94286,             0.97207,             0.82991,            0.019461,            0.022293,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.010932,              0.0228,                   0,             0.95728,             0.96032,             0.98221,             0.83362,            0.019246,            0.022119,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.011122,            0.022042,                   0,             0.96022,             0.94286,             0.97388,             0.84845,            0.018848,            0.021516,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.010921,            0.020642,                   0,             0.94922,             0.94286,             0.97295,             0.83795,             0.01984,            0.022064,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.011184,            0.020047,                   0,             0.95414,             0.95714,             0.98201,              0.8359,            0.019021,            0.021433,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.010956,            0.020455,                   0,              0.9448,             0.98571,             0.99294,             0.82201,            0.019524,            0.022035,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.011506,            0.021826,                   0,             0.93287,                   1,             0.99269,             0.82584,            0.019312,            0.021587,                   0,            0.002509,            0.002509,            0.002509
                 229,             0.01122,            0.021748,                   0,             0.94372,              0.9582,             0.99269,             0.82142,            0.019308,            0.021258,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.010824,            0.021859,                   0,             0.97127,             0.96596,             0.99347,             0.83268,            0.018673,            0.020559,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.010944,            0.021364,                   0,              0.9514,             0.98571,             0.99347,             0.83338,            0.018642,            0.020669,                   0,             0.00241,             0.00241,             0.00241
                 232,             0.01074,            0.022154,                   0,              0.9589,              0.9999,              0.9936,             0.84998,            0.017667,            0.019537,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.010797,            0.022382,                   0,             0.95705,                   1,             0.99346,              0.8523,            0.017645,            0.019905,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.010147,            0.019957,                   0,             0.95296,                   1,             0.99291,             0.84741,            0.017944,            0.020791,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.010208,            0.021288,                   0,             0.94321,                   1,             0.99303,             0.84542,            0.018382,            0.020701,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.011381,            0.023091,                   0,             0.94354,                   1,             0.99303,             0.84927,            0.018303,            0.020556,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.010194,            0.019815,                   0,             0.97138,             0.96962,             0.98645,             0.84619,            0.017854,            0.019937,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0098724,            0.020102,                   0,             0.96516,             0.97143,             0.98645,             0.84165,            0.018252,            0.020495,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.010227,            0.021143,                   0,             0.96286,             0.97143,             0.98627,             0.85124,            0.018246,            0.020095,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.010368,            0.021463,                   0,             0.94527,             0.98693,             0.99361,             0.85156,            0.018528,            0.020246,                   0,            0.002113,            0.002113,            0.002113
                 241,             0.01026,            0.021359,                   0,             0.94541,             0.98976,             0.99361,             0.85461,            0.018151,            0.020043,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.010456,            0.021086,                   0,             0.94577,             0.99664,             0.99319,             0.85052,            0.017808,            0.019753,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0098948,            0.021132,                   0,             0.94562,             0.99374,             0.99347,             0.85817,            0.018194,            0.020204,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.010153,            0.020694,                   0,             0.96354,             0.97143,             0.99347,             0.85086,            0.017909,            0.020169,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0096791,            0.019731,                   0,             0.94671,             0.98571,             0.99347,             0.84815,            0.017933,            0.020491,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0096743,            0.018809,                   0,             0.95251,             0.98571,             0.99333,             0.84889,            0.017657,            0.019863,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0096145,            0.019696,                   0,               0.961,             0.98571,             0.99333,             0.85206,            0.017514,             0.01965,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0098713,            0.020788,                   0,             0.96046,             0.98571,             0.99333,             0.84309,            0.017479,            0.019818,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.009693,            0.020806,                   0,             0.96153,             0.98571,             0.99346,             0.85086,            0.017316,            0.019863,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0098535,            0.020216,                   0,             0.97215,             0.99752,             0.99361,              0.8501,            0.017325,            0.019569,                   0,            0.001783,            0.001783,            0.001783
                 251,             0.01033,            0.021388,                   0,             0.98526,             0.95461,             0.99124,             0.84526,            0.017737,            0.019918,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0094877,            0.020019,                   0,             0.98524,             0.95388,              0.9877,             0.84971,            0.017802,            0.019888,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0095148,            0.020131,                   0,             0.98525,             0.95419,             0.98608,             0.85116,            0.017673,            0.019789,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0096801,            0.020892,                   0,             0.97163,             0.97868,             0.99334,             0.86196,            0.017411,             0.01995,                   0,            0.001651,            0.001651,            0.001651
                 255,             0.00974,            0.020857,                   0,             0.97157,             0.97641,             0.99305,             0.85934,            0.017712,            0.020501,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0099174,            0.021465,                   0,             0.94549,             0.99123,             0.99317,             0.85635,            0.017951,             0.02093,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.010012,            0.021236,                   0,             0.94591,             0.99928,             0.99333,             0.84507,            0.018105,            0.021101,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0094363,            0.018626,                   0,             0.94475,                   1,             0.99319,             0.84917,            0.017824,             0.02062,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0097375,            0.020296,                   0,             0.94542,             0.98979,             0.99319,             0.84858,            0.018044,            0.021133,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0095313,            0.019159,                   0,              0.9713,             0.96709,              0.9932,             0.85562,            0.017582,            0.020478,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0097178,            0.020471,                   0,             0.97128,             0.96617,             0.99334,             0.85613,            0.017525,            0.019934,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0098414,            0.020706,                   0,             0.94538,             0.98905,             0.99347,             0.85609,            0.017739,            0.020082,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0095796,            0.020431,                   0,             0.94582,             0.99756,             0.99333,             0.85274,            0.017961,            0.020304,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0098609,            0.020381,                   0,             0.94563,             0.99386,             0.99333,             0.85723,            0.017876,            0.019985,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0090814,            0.019514,                   0,             0.94554,             0.99212,             0.99347,             0.86415,            0.017739,            0.020382,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0095527,            0.019778,                   0,             0.94546,             0.99056,             0.99333,             0.86096,            0.017636,            0.020288,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.010028,            0.019938,                   0,             0.94534,             0.98827,             0.99333,             0.86462,             0.01732,            0.019618,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0098701,            0.020811,                   0,             0.94534,             0.98833,             0.99333,             0.86155,            0.017662,            0.019885,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0093106,            0.019542,                   0,             0.95009,             0.98571,             0.99333,             0.85074,             0.01767,             0.01975,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0093804,            0.018705,                   0,             0.95137,             0.98571,             0.99333,             0.85583,            0.017656,            0.019373,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.009622,            0.019361,                   0,             0.96844,             0.98571,             0.99445,             0.85759,            0.017745,            0.019556,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0094431,            0.020851,                   0,             0.97188,             0.98742,             0.99472,             0.85385,            0.017142,            0.019173,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0094701,            0.020699,                   0,             0.98145,             0.98571,             0.99472,             0.85504,            0.017301,             0.01955,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0090882,            0.019103,                   0,             0.98784,             0.98571,             0.99472,             0.86367,            0.017249,            0.019637,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0096376,            0.020863,                   0,             0.97829,             0.98571,             0.99459,             0.85172,            0.017711,            0.020191,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0092558,            0.020381,                   0,             0.97483,             0.98571,             0.99445,             0.85403,             0.01745,            0.019959,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0094606,            0.018962,                   0,             0.95042,             0.98571,             0.99333,             0.85875,            0.017667,            0.020001,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0096181,             0.02038,                   0,             0.94601,             0.98571,             0.99347,             0.85264,            0.017742,            0.020179,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0092937,            0.018926,                   0,             0.94542,             0.98982,             0.99306,             0.85254,            0.017709,            0.020372,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0095686,             0.01861,                   0,             0.94547,             0.99075,             0.99292,             0.85072,            0.017836,            0.020407,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0094135,            0.020083,                   0,             0.94594,                   1,             0.99306,              0.8534,            0.017808,            0.020462,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0092147,             0.01915,                   0,             0.94549,             0.99114,             0.99319,             0.85365,            0.017853,            0.020594,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0095799,            0.019816,                   0,             0.94556,             0.99252,             0.99333,             0.85704,            0.017615,            0.019995,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0096537,            0.020487,                   0,             0.94529,             0.98728,             0.99333,              0.8542,            0.017617,            0.019814,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0093712,            0.019799,                   0,             0.94907,             0.98571,             0.99319,             0.84821,            0.017756,            0.020014,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0092998,            0.018987,                   0,             0.95741,             0.98571,             0.99332,             0.85175,            0.017626,            0.019808,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0095049,            0.020272,                   0,             0.95557,             0.98571,             0.99332,             0.85368,             0.01746,            0.019692,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0095045,            0.021388,                   0,             0.95082,             0.98571,             0.99332,             0.85764,            0.017566,            0.019682,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0097962,            0.020093,                   0,             0.94926,             0.98571,             0.99332,              0.8536,            0.017501,            0.019637,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0094662,            0.019781,                   0,             0.97138,             0.96985,             0.99347,             0.86143,            0.017517,            0.019592,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0091289,            0.019484,                   0,             0.94545,             0.99047,             0.99347,             0.86545,            0.017568,            0.019885,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0091501,            0.019578,                   0,             0.94555,             0.99243,             0.99347,             0.86472,            0.017634,            0.019963,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0089423,            0.019215,                   0,             0.94551,              0.9916,             0.99347,             0.85694,            0.017849,            0.020259,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.009301,            0.020391,                   0,             0.94526,             0.98571,             0.99347,             0.85556,            0.017799,             0.02015,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0094679,             0.02017,                   0,              0.9501,             0.98571,             0.99347,             0.85428,            0.017736,            0.020127,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.010011,            0.021295,                   0,             0.95164,             0.98571,             0.99347,             0.85656,            0.017716,            0.020108,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0092759,            0.019646,                   0,             0.95107,             0.98571,             0.99347,             0.85591,            0.017796,            0.020166,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0091465,            0.020399,                   0,             0.94813,             0.98571,             0.99347,             0.85815,            0.017773,            0.020233,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0091917,            0.018886,                   0,             0.94585,             0.98571,             0.99333,             0.85606,            0.017839,             0.02024,                   0,            0.000166,            0.000166,            0.000166
